Geneid,Genesymbol,Genetype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000108468,CBX1,protein_coding,8858,9293,6620,8309,3325,1094,1056,3165
ENSG00000108469,RECQL5,protein_coding,962,1120,863,1238,169,56,98,205
ENSG00000108474,PIGL,protein_coding,346,386,275,333,175,46,56,166
ENSG00000108479,GALK1,protein_coding,128,163,127,293,234,80,119,310
ENSG00000108506,INTS2,protein_coding,1642,1879,2066,2088,1545,524,661,1621
ENSG00000108509,CAMTA2,protein_coding,2935,3235,1842,2810,424,175,184,481
ENSG00000108510,MED13,protein_coding,3760,4189,3036,3182,7969,2458,2197,5939
ENSG00000108511,HOXB6,protein_coding,91,120,126,184,198,70,123,331
ENSG00000108515,ENO3,protein_coding,1540,1637,1043,1248,55,14,15,54
ENSG00000108518,PFN1,protein_coding,27787,31365,27271,35115,19400,7218,7635,21480
ENSG00000108523,RNF167,protein_coding,4322,5361,4618,6129,2315,800,966,2776
ENSG00000108528,SLC25A11,protein_coding,1505,1846,1809,2845,585,228,254,679
ENSG00000108551,RASD1,protein_coding,113,112,76,102,34,12,19,41
ENSG00000108556,CHRNE,protein_coding,43,42,21,31,6,0,1,8
ENSG00000108557,RAI1,protein_coding,3864,4318,2511,3285,630,214,260,674
ENSG00000108559,NUP88,protein_coding,2335,2748,2631,3226,1876,588,740,2073
ENSG00000108561,C1QBP,protein_coding,11773,14577,16213,18518,4427,1305,1742,4416
ENSG00000108576,SLC6A4,protein_coding,0,0,5,2,0,0,0,1
ENSG00000108578,BLMH,protein_coding,1634,1927,2203,2645,83,24,58,133
ENSG00000108582,CPD,protein_coding,5742,6444,6998,7121,3026,971,993,2759
ENSG00000108587,GOSR1,protein_coding,3333,3669,3608,3993,840,275,389,970
ENSG00000108588,CCDC47,protein_coding,11279,13293,11448,12101,11782,3629,2278,6218
ENSG00000108590,MED31,protein_coding,612,824,605,618,598,175,167,444
ENSG00000108591,DRG2,protein_coding,1676,1849,1287,1807,379,161,218,583
ENSG00000108592,FTSJ3,protein_coding,3421,4189,3950,5199,995,338,441,1168
ENSG00000108599,AKAP10,protein_coding,2100,2125,1623,1858,1302,392,378,989
ENSG00000108602,ALDH3A1,protein_coding,3,5,8,1,5,0,6,4
ENSG00000108604,SMARCD2,protein_coding,4493,5129,5536,7612,1651,647,706,2024
ENSG00000108622,ICAM2,protein_coding,0,0,1,0,0,0,0,2
ENSG00000108639,SYNGR2,protein_coding,5130,6147,5958,9417,902,321,593,1295
ENSG00000108641,B9D1,protein_coding,372,362,322,393,119,67,94,232
ENSG00000108651,UTP6,protein_coding,2829,3534,3687,4241,861,288,347,1036
ENSG00000108654,DDX5,protein_coding,47201,54549,41775,50243,15050,4807,5220,13741
ENSG00000108666,C17orf75,protein_coding,1426,1684,1880,2054,307,132,172,452
ENSG00000108669,CYTH1,protein_coding,1806,2127,1794,2059,895,354,285,663
ENSG00000108671,PSMD11,protein_coding,5827,7083,5511,6793,4448,1485,1655,4293
ENSG00000108679,LGALS3BP,protein_coding,801,890,829,1240,5092,2227,908,2471
ENSG00000108684,ASIC2,protein_coding,0,0,0,0,16,2,0,8
ENSG00000108691,CCL2,protein_coding,31,39,45,35,62,14,58,176
ENSG00000108700,CCL8,protein_coding,7,8,14,29,0,0,0,0
ENSG00000108733,PEX12,protein_coding,658,762,1045,1127,212,79,148,345
ENSG00000108759,KRT32,protein_coding,1,1,1,2,75,27,14,44
ENSG00000108771,DHX58,protein_coding,152,207,259,299,0,0,0,0
ENSG00000108773,KAT2A,protein_coding,2999,3483,3332,4353,0,0,0,0
ENSG00000108774,RAB5C,protein_coding,2790,2976,2886,3661,0,0,0,0
ENSG00000108784,NAGLU,protein_coding,838,935,598,1068,32,13,20,65
ENSG00000108786,HSD17B1,protein_coding,105,99,120,199,8,2,3,9
ENSG00000108788,MLX,protein_coding,3927,4621,3243,4021,969,326,493,1308
ENSG00000108797,CNTNAP1,protein_coding,165,209,189,209,53,16,21,37
ENSG00000108798,ABI3,protein_coding,35,52,59,104,1,1,1,1
ENSG00000108799,EZH1,protein_coding,1334,1591,1356,1491,235,81,109,306
ENSG00000108813,DLX4,protein_coding,5,2,0,1,283,88,49,118
ENSG00000108819,PPP1R9B,protein_coding,4909,5767,4163,5346,383,121,259,635
ENSG00000108821,COL1A1,protein_coding,2383,2477,972,1146,187,52,76,261
ENSG00000108826,MRPL27,protein_coding,794,947,1029,1510,692,233,416,1026
ENSG00000108828,VAT1,protein_coding,3816,3938,2318,4018,3785,1402,1533,4038
ENSG00000108829,LRRC59,protein_coding,5111,6025,6668,7738,5422,1905,1802,4566
ENSG00000108830,RND2,protein_coding,11,4,3,0,27,2,10,28
ENSG00000108839,ALOX12,protein_coding,2,2,2,2,0,0,0,0
ENSG00000108840,HDAC5,protein_coding,518,529,400,683,426,179,209,587
ENSG00000108846,ABCC3,protein_coding,1,2,0,0,651,295,378,1053
ENSG00000108848,LUC7L3,protein_coding,29398,31768,22040,24481,2537,683,751,2228
ENSG00000108852,MPP2,protein_coding,1210,1474,1585,2134,382,165,177,457
ENSG00000108854,SMURF2,protein_coding,1981,2364,1474,1542,5522,1684,1554,4785
ENSG00000108861,DUSP3,protein_coding,3760,4466,3051,4293,6460,2336,1963,4830
ENSG00000108883,EFTUD2,protein_coding,3021,3632,3323,4128,4043,1356,1633,4051
ENSG00000108924,HLF,protein_coding,796,875,492,532,34,12,21,44
ENSG00000108932,SLC16A6,protein_coding,2277,2958,2064,2073,26,9,16,39
ENSG00000108946,PRKAR1A,protein_coding,11798,13140,10605,12160,5943,1871,1911,5307
ENSG00000108947,EFNB3,protein_coding,213,205,64,111,502,178,168,452
ENSG00000108953,YWHAE,protein_coding,43892,50274,50247,62190,4831,1667,1771,5017
ENSG00000108960,MMD,protein_coding,1945,2208,656,885,1033,407,290,816
ENSG00000108961,RANGRF,protein_coding,131,136,131,208,158,42,86,304
ENSG00000108963,DPH1,protein_coding,1037,1155,1078,1332,331,128,204,546
ENSG00000108984,MAP2K6,protein_coding,411,491,631,712,1432,373,507,1374
ENSG00000109016,DHRS7B,protein_coding,293,333,516,645,255,80,116,340
ENSG00000109046,WSB1,protein_coding,7015,7342,3405,3726,769,291,129,343
ENSG00000109062,NHERF1,protein_coding,7551,8000,6045,8144,1623,610,1042,2908
ENSG00000109063,MYH3,protein_coding,37,41,68,102,4,3,6,10
ENSG00000109065,NAT9,protein_coding,679,728,717,930,461,205,265,684
ENSG00000109066,TMEM104,protein_coding,793,946,700,1130,675,235,240,665
ENSG00000109072,VTN,protein_coding,6,16,4,2,0,0,0,0
ENSG00000109079,TNFAIP1,protein_coding,2150,2357,1507,2159,1318,463,358,989
ENSG00000109083,IFT20,protein_coding,504,591,692,929,262,101,107,286
ENSG00000109084,TMEM97,protein_coding,3941,5081,5973,6005,1863,694,992,2657
ENSG00000109089,CDR2L,protein_coding,1147,1177,846,1277,894,264,360,789
ENSG00000109099,PMP22,protein_coding,22,31,24,35,1314,435,492,1253
ENSG00000109101,FOXN1,protein_coding,14,23,48,62,0,0,0,0
ENSG00000109103,UNC119,protein_coding,2131,2363,1393,1880,719,307,257,581
ENSG00000109107,ALDOC,protein_coding,4187,4638,1530,4201,623,255,57,116
ENSG00000109111,SUPT6H,protein_coding,9561,11521,8849,10956,1640,483,505,1413
ENSG00000109113,RAB34,protein_coding,3,1,0,3,870,303,441,957
ENSG00000109118,PHF12,protein_coding,5139,5704,5650,7414,1483,526,390,1111
ENSG00000109132,PHOX2B,protein_coding,0,1,2,0,0,0,0,0
ENSG00000109133,TMEM33,protein_coding,5908,6837,7372,8002,2287,796,857,2385
ENSG00000109171,SLAIN2,protein_coding,5844,6628,5617,6061,2141,693,833,2326
ENSG00000109180,OCIAD1,protein_coding,8140,10164,12494,13019,2538,813,769,2155
ENSG00000109181,UGT2B10,protein_coding,52,69,725,806,0,0,0,0
ENSG00000109182,CWH43,protein_coding,26,48,27,15,14,4,6,18
ENSG00000109184,DCUN1D4,protein_coding,3495,3922,3132,3246,3372,1151,935,2623
ENSG00000109189,USP46,protein_coding,1422,1699,1918,2030,1041,436,599,1526
ENSG00000109193,SULT1E1,protein_coding,0,0,2,0,0,1,0,0
ENSG00000109205,ODAM,protein_coding,939,990,137,106,0,0,0,0
ENSG00000109220,CHIC2,protein_coding,317,347,289,409,967,295,216,585
ENSG00000109255,NMU,protein_coding,140,185,229,311,176,75,79,205
ENSG00000109265,CRACD,protein_coding,735,785,512,594,32,10,9,61
ENSG00000109270,LAMTOR3,protein_coding,2957,3248,2428,2455,483,179,175,457
ENSG00000109320,NFKB1,protein_coding,2269,2509,2372,2880,588,212,214,543
ENSG00000109321,AREG,protein_coding,5,3,9,24,16,7,9,36
ENSG00000109323,MANBA,protein_coding,1436,1577,1488,1840,239,87,57,147
ENSG00000109332,UBE2D3,protein_coding,10846,12522,12628,12994,3509,1153,1308,3487
ENSG00000109339,MAPK10,protein_coding,90,121,135,167,10,4,3,12
ENSG00000109381,ELF2,protein_coding,1832,2101,1635,1629,931,317,290,815
ENSG00000109390,NDUFC1,protein_coding,2639,3472,3281,3840,1288,406,387,936
ENSG00000109424,UCP1,protein_coding,0,0,1,2,3,2,6,14
ENSG00000109436,TBC1D9,protein_coding,3591,4161,3349,4365,1241,421,473,1322
ENSG00000109445,ZNF330,protein_coding,1402,1539,1511,2040,694,218,331,860
ENSG00000109452,INPP4B,protein_coding,956,1049,1225,1306,328,85,97,273
ENSG00000109458,GAB1,protein_coding,965,984,576,645,704,207,122,405
ENSG00000109466,KLHL2,protein_coding,871,1059,754,971,153,29,54,161
ENSG00000109472,CPE,protein_coding,2014,2338,2886,4739,595,227,270,637
ENSG00000109475,RPL34,protein_coding,5969,6808,7604,13256,977,380,429,1065
ENSG00000109501,WFS1,protein_coding,1326,1509,1221,1761,894,387,359,925
ENSG00000109511,ANXA10,protein_coding,5,3,4,10,55,13,22,36
ENSG00000109519,GRPEL1,protein_coding,5176,5738,4623,6566,1541,516,366,1045
ENSG00000109534,GAR1,protein_coding,613,756,1205,1308,68,28,42,103
ENSG00000109536,FRG1,protein_coding,1416,1800,1572,1547,189,65,84,216
ENSG00000109572,CLCN3,protein_coding,15951,19164,12132,13019,2231,691,713,1994
ENSG00000109576,AADAT,protein_coding,8743,10818,9325,9485,307,105,126,405
ENSG00000109586,GALNT7,protein_coding,2098,2381,3351,3726,1299,436,560,1541
ENSG00000109606,DHX15,protein_coding,14100,16948,14336,15828,7799,2301,2217,6031
ENSG00000109610,SOD3,protein_coding,208,268,333,460,13,9,7,34
ENSG00000109618,SEPSECS,protein_coding,1252,1355,1567,1636,221,96,118,306
ENSG00000109625,CPZ,protein_coding,0,0,0,0,7,4,5,6
ENSG00000109654,TRIM2,protein_coding,1041,1271,269,244,1225,359,529,1649
ENSG00000109667,SLC2A9,protein_coding,2,5,19,24,2,1,5,12
ENSG00000109670,FBXW7,protein_coding,1425,1663,1023,1210,278,97,88,270
ENSG00000109674,NEIL3,protein_coding,660,729,1102,1086,1179,390,380,1206
ENSG00000109680,TBC1D19,protein_coding,248,267,355,335,252,79,89,254
ENSG00000109684,CLNK,protein_coding,0,0,1,0,1,0,0,0
ENSG00000109685,NSD2,protein_coding,7129,7940,6007,6542,1675,577,620,1698
ENSG00000109686,SH3D19,protein_coding,2634,3080,3560,3710,2569,911,777,2047
ENSG00000109689,STIM2,protein_coding,2689,3237,2667,3352,695,241,249,751
ENSG00000109705,NKX3-2,protein_coding,31,56,32,59,3,2,1,10
ENSG00000109736,MFSD10,protein_coding,303,381,322,804,212,126,86,175
ENSG00000109738,GLRB,protein_coding,4,1,4,4,66,22,30,91
ENSG00000109743,BST1,protein_coding,4,3,6,2,21,5,4,9
ENSG00000109756,RAPGEF2,protein_coding,3369,3840,2519,2676,2734,739,651,1822
ENSG00000109758,HGFAC,protein_coding,4,16,11,7,1,0,1,1
ENSG00000109762,SNX25,protein_coding,2686,3215,1677,1722,1161,471,288,796
ENSG00000109771,LRP2BP,protein_coding,129,143,82,97,46,14,7,24
ENSG00000109775,UFSP2,protein_coding,1255,1379,1337,1601,708,238,269,598
ENSG00000109787,KLF3,protein_coding,4509,5126,3086,3300,2504,719,466,1281
ENSG00000109790,KLHL5,protein_coding,1402,1589,1022,1175,5386,1607,2179,5825
ENSG00000109794,FAM149A,protein_coding,21,22,48,89,30,13,17,54
ENSG00000109805,NCAPG,protein_coding,4250,4968,5869,5903,3109,1003,837,2329
ENSG00000109814,UGDH,protein_coding,3333,4042,3901,4191,843,240,272,759
ENSG00000109819,PPARGC1A,protein_coding,56,75,118,119,10,7,13,45
ENSG00000109832,DDX25,protein_coding,14,20,13,5,1,1,1,0
ENSG00000109846,CRYAB,protein_coding,288,268,240,287,0,0,0,0
ENSG00000109854,HTATIP2,protein_coding,273,360,334,417,544,169,229,647
ENSG00000109861,CTSC,protein_coding,294,363,503,632,827,238,399,1089
ENSG00000109881,CCDC34,protein_coding,1300,1454,1513,1581,142,50,59,188
ENSG00000109906,ZBTB16,protein_coding,7056,7576,4043,5349,0,0,0,0
ENSG00000109911,ELP4,protein_coding,335,338,673,791,647,229,246,649
ENSG00000109917,ZPR1,protein_coding,1838,2237,2910,3640,984,331,513,1476
ENSG00000109919,MTCH2,protein_coding,8737,10410,8412,9707,1459,504,446,1141
ENSG00000109920,FNBP4,protein_coding,9901,10628,6596,7133,1001,304,302,945
ENSG00000109927,TECTA,protein_coding,9,14,13,13,1,2,0,0
ENSG00000109929,SC5D,protein_coding,6883,8464,6968,6771,2192,728,633,1857
ENSG00000109943,CRTAM,protein_coding,0,0,0,0,0,1,2,1
ENSG00000109944,JHY,protein_coding,1,3,0,1,129,57,98,217
ENSG00000109956,B3GAT1,protein_coding,62,63,10,19,24,8,9,49
ENSG00000109971,HSPA8,protein_coding,99980,130376,172242,192367,36477,11721,16181,46726
ENSG00000109991,P2RX3,protein_coding,0,2,4,5,4,1,0,0
ENSG00000110002,VWA5A,protein_coding,312,366,298,343,450,151,173,468
ENSG00000110011,DNAJC4,protein_coding,1088,1055,843,1478,297,135,141,385
ENSG00000110013,SIAE,protein_coding,2493,2789,3325,3661,291,124,180,473
ENSG00000110025,SNX15,protein_coding,24,28,14,33,8,7,4,9
ENSG00000110031,LPXN,protein_coding,1458,1852,633,611,2535,747,1221,3218
ENSG00000110042,DTX4,protein_coding,96,78,60,150,355,102,132,352
ENSG00000110046,ATG2A,protein_coding,706,849,632,869,366,129,154,398
ENSG00000110047,EHD1,protein_coding,413,558,374,595,999,356,346,860
ENSG00000110048,OSBP,protein_coding,7835,9198,10182,11224,773,241,290,712
ENSG00000110057,UNC93B1,protein_coding,292,367,294,462,82,27,50,95
ENSG00000110060,PUS3,protein_coding,1472,1706,1814,2189,256,90,86,294
ENSG00000110063,DCPS,protein_coding,973,1063,1159,1532,285,83,141,349
ENSG00000110066,KMT5B,protein_coding,2880,3584,3467,3424,646,225,215,590
ENSG00000110074,FOXRED1,protein_coding,1118,1311,1338,1432,207,85,127,333
ENSG00000110075,PPP6R3,protein_coding,9291,10536,8193,8721,7377,2201,1877,5447
ENSG00000110076,NRXN2,protein_coding,56,54,30,55,102,60,59,128
ENSG00000110079,MS4A4A,protein_coding,0,0,0,0,2,1,1,4
ENSG00000110080,ST3GAL4,protein_coding,681,870,483,745,258,80,135,265
ENSG00000110090,CPT1A,protein_coding,3424,4466,8880,11356,843,253,376,1060
ENSG00000110092,CCND1,protein_coding,23397,24497,13263,16357,8313,2653,3416,9173
ENSG00000110104,CCDC86,protein_coding,2401,3103,1884,2399,636,217,375,956
ENSG00000110107,PRPF19,protein_coding,5752,7055,7482,10189,1313,506,470,1086
ENSG00000110108,TMEM109,protein_coding,3570,4073,3398,4656,2893,1074,1198,3066
ENSG00000110148,CCKBR,protein_coding,2,1,0,4,1,0,0,1
ENSG00000110169,HPX,protein_coding,19,22,30,31,0,0,1,5
ENSG00000110171,TRIM3,protein_coding,771,876,699,931,111,38,52,179
ENSG00000110172,CHORDC1,protein_coding,15964,18299,9591,8436,3792,1072,1327,3499
ENSG00000110195,FOLR1,protein_coding,5,4,4,11,0,0,0,0
ENSG00000110200,ANAPC15,protein_coding,543,647,807,1043,290,111,126,328
ENSG00000110218,PANX1,protein_coding,910,1006,920,920,1274,436,232,601
ENSG00000110237,ARHGEF17,protein_coding,1453,1600,1198,1562,178,76,124,335
ENSG00000110243,APOA5,protein_coding,4,2,28,50,0,0,0,0
ENSG00000110274,CEP164,protein_coding,2070,2133,1640,2219,227,71,97,309
ENSG00000110315,RNF141,protein_coding,2402,2615,2518,2834,457,199,259,657
ENSG00000110318,CEP126,protein_coding,253,337,267,363,66,25,33,97
ENSG00000110321,EIF4G2,protein_coding,48982,56501,47684,50217,47173,16219,15359,43509
ENSG00000110324,IL10RA,protein_coding,1,4,5,4,4,0,4,8
ENSG00000110328,GALNT18,protein_coding,800,974,479,806,709,292,198,470
ENSG00000110330,BIRC2,protein_coding,3210,3286,2016,2214,4579,1338,1001,2466
ENSG00000110344,UBE4A,protein_coding,4540,5147,4721,5601,2311,777,760,2064
ENSG00000110367,DDX6,protein_coding,9318,10939,11241,13086,4567,1340,1204,3405
ENSG00000110375,UPK2,protein_coding,8,11,6,5,0,0,3,0
ENSG00000110395,CBL,protein_coding,1609,1847,863,1075,1604,472,380,1037
ENSG00000110400,NECTIN1,protein_coding,1894,2035,1767,2768,603,240,198,595
ENSG00000110422,HIPK3,protein_coding,3771,4268,2712,2765,2984,928,740,2011
ENSG00000110427,KIAA1549L,protein_coding,15,19,3,5,1805,620,523,1497
ENSG00000110429,FBXO3,protein_coding,2303,2712,2662,3031,811,312,296,757
ENSG00000110435,PDHX,protein_coding,6138,7234,5631,5957,966,331,411,1171
ENSG00000110436,SLC1A2,protein_coding,30,23,38,43,48,15,23,52
ENSG00000110442,COMMD9,protein_coding,569,676,689,944,554,185,257,653
ENSG00000110446,SLC15A3,protein_coding,3,3,6,7,0,0,0,0
ENSG00000110455,ACCS,protein_coding,0,0,0,0,34,24,27,73
ENSG00000110492,MDK,protein_coding,654,680,162,478,1778,759,1051,2912
ENSG00000110497,AMBRA1,protein_coding,810,924,738,994,202,73,91,244
ENSG00000110514,MADD,protein_coding,3363,3689,1920,2712,803,278,297,779
ENSG00000110536,PTPMT1,protein_coding,785,881,668,758,38,12,23,53
ENSG00000110583,NAA40,protein_coding,1100,1193,631,736,622,196,217,587
ENSG00000110619,CARS1,protein_coding,2777,2940,3494,4896,118,43,43,159
ENSG00000110628,SLC22A18,protein_coding,374,344,217,373,20,18,14,33
ENSG00000110651,CD81,protein_coding,3015,3292,3137,6452,1086,445,473,1183
ENSG00000110660,SLC35F2,protein_coding,1916,2158,2208,2473,2246,683,682,2027
ENSG00000110665,C11orf21,protein_coding,0,3,1,0,0,0,1,0
ENSG00000110675,ELMOD1,protein_coding,10,5,22,27,56,14,25,97
ENSG00000110693,SOX6,protein_coding,27,34,42,46,19,9,22,63
ENSG00000110696,C11orf58,protein_coding,5720,6571,7180,8029,830,245,346,831
ENSG00000110697,PITPNM1,protein_coding,884,1007,633,998,1034,336,510,1284
ENSG00000110700,RPS13,protein_coding,12603,14207,16098,21904,4682,1688,1534,4218
ENSG00000110711,AIP,protein_coding,1250,1428,1190,2193,518,177,305,787
ENSG00000110713,NUP98,protein_coding,5633,6804,6081,6639,3439,1101,1348,3599
ENSG00000110717,NDUFS8,protein_coding,2805,3523,3049,4055,1083,441,969,2513
ENSG00000110719,TCIRG1,protein_coding,623,591,429,558,184,75,128,277
ENSG00000110721,CHKA,protein_coding,1009,1211,1118,1302,248,77,106,279
ENSG00000110723,EXPH5,protein_coding,606,666,913,911,1671,485,900,2400
ENSG00000110756,HPS5,protein_coding,828,1044,886,972,454,159,221,484
ENSG00000110768,GTF2H1,protein_coding,3110,3581,3149,3672,456,133,190,559
ENSG00000110777,POU2AF1,protein_coding,4,2,9,10,1,0,0,0
ENSG00000110786,PTPN5,protein_coding,3,3,5,8,3,1,1,3
ENSG00000110799,VWF,protein_coding,165,160,172,244,1,0,1,4
ENSG00000110801,PSMD9,protein_coding,311,410,336,467,108,38,65,187
ENSG00000110811,P3H3,protein_coding,8,2,2,6,370,122,154,313
ENSG00000110841,PPFIBP1,protein_coding,6942,7867,3226,3127,919,323,404,1166
ENSG00000110844,PRPF40B,protein_coding,1645,1862,1212,1674,47,15,31,76
ENSG00000110851,PRDM4,protein_coding,1872,2269,2061,2403,1795,643,694,1703
ENSG00000110852,CLEC2B,protein_coding,21,30,32,27,1044,369,117,304
ENSG00000110871,COQ5,protein_coding,1381,1545,2189,3059,211,77,141,299
ENSG00000110876,SELPLG,protein_coding,6,4,20,16,64,28,39,71
ENSG00000110880,CORO1C,protein_coding,2541,3047,2168,2437,6235,2177,1693,4627
ENSG00000110881,ASIC1,protein_coding,333,325,347,417,182,79,88,219
ENSG00000110887,DAO,protein_coding,3,3,0,3,0,0,0,0
ENSG00000110888,CAPRIN2,protein_coding,2016,2307,2245,2353,1353,483,541,1484
ENSG00000110900,TSPAN11,protein_coding,6,3,14,15,0,0,0,1
ENSG00000110906,KCTD10,protein_coding,1860,2155,1731,2091,439,157,133,394
ENSG00000110911,SLC11A2,protein_coding,3210,3470,3826,4280,2252,886,892,2491
ENSG00000110917,MLEC,protein_coding,18724,22501,23491,26088,4951,1658,2016,5320
ENSG00000110921,MVK,protein_coding,481,613,466,744,565,233,187,456
ENSG00000110925,CSRNP2,protein_coding,1175,1321,730,1057,905,269,257,836
ENSG00000110931,CAMKK2,protein_coding,3009,3624,4045,5851,193,67,129,339
ENSG00000110934,BIN2,protein_coding,1,2,2,5,0,1,0,0
ENSG00000110944,IL23A,protein_coding,67,97,62,78,279,107,87,211
ENSG00000110955,ATP5F1B,protein_coding,27161,30552,31627,44385,9059,3114,3721,9516
ENSG00000110958,PTGES3,protein_coding,16060,18353,20148,24232,4244,1485,1273,3446
ENSG00000110987,BCL7A,protein_coding,771,823,803,1145,111,53,96,264
ENSG00000111011,RSRC2,protein_coding,13515,14582,10808,12699,1586,413,440,1282
ENSG00000111012,CYP27B1,protein_coding,17,26,17,24,102,15,28,93
ENSG00000111052,LIN7A,protein_coding,850,960,641,662,14,1,14,23
ENSG00000111057,KRT18,protein_coding,11388,14790,9792,13059,647,229,303,739
ENSG00000111058,ACSS3,protein_coding,33,26,38,60,0,0,0,1
ENSG00000111077,TNS2,protein_coding,1754,1888,701,892,319,156,148,405
ENSG00000111087,GLI1,protein_coding,32,22,19,17,11,5,6,14
ENSG00000111110,PPM1H,protein_coding,947,1222,1742,2388,248,78,183,444
ENSG00000111142,METAP2,protein_coding,12054,13781,13129,17043,3472,1018,1320,3657
ENSG00000111144,LTA4H,protein_coding,4258,5023,4565,6395,2485,826,1022,2583
ENSG00000111145,ELK3,protein_coding,412,481,650,725,1562,491,327,1078
ENSG00000111181,SLC6A12,protein_coding,165,213,11,8,4,4,3,0
ENSG00000111186,WNT5B,protein_coding,0,0,1,2,68,19,18,45
ENSG00000111196,MAGOHB,protein_coding,943,1179,1514,1732,427,154,261,628
ENSG00000111199,TRPV4,protein_coding,0,0,1,0,93,42,46,167
ENSG00000111203,ITFG2,protein_coding,399,462,647,810,202,67,97,208
ENSG00000111206,FOXM1,protein_coding,4894,5775,4048,4745,2371,834,841,2464
ENSG00000111215,PRR4,protein_coding,0,3,5,4,7,1,2,4
ENSG00000111218,PRMT8,protein_coding,0,3,0,1,0,0,0,0
ENSG00000111224,PARP11,protein_coding,319,339,458,531,104,47,39,124
ENSG00000111229,ARPC3,protein_coding,3589,4187,4185,5119,1123,363,348,1020
